대여소번호,대여소명,동,구,총거치대수,2020년_대여수,2019년_대여수
271,샛강생태공원방문자센터 앞,여의동,영등포구,10,1926,2806
272,당산육갑문,당산2동,영등포구,20,18723,28890
274,영등포역지하쇼핑센타 5번출구,영등포본동,영등포구,10,11654,24048
275,신동아아파트,양평1동,영등포구,10,7317,15273
276,SK 영등포주유소,영등포동,영등포구,10,5351,10792
277,영등포뉴타운지하상가 2번게이트,영등포동,영등포구,10,4994,9947
278,쌍용플레티넘오피스텔,도림동,영등포구,10,6205,11080
279,영등포 푸르지오 아파트,영등포본동,영등포구,15,5146,12033
280,양평동6차현대아파트 앞,양평2동,영등포구,10,5682,10785
281,신동아아파트 앞,대림3동,영등포구,8,2811,5600
282,신한은행,대림2동,영등포구,10,1443,3181
283,아크로타워 스퀘어(영등포시장),영등포동,영등포구,15,8283,15126
284,센트럴 푸르지오 시티 앞,영등포동,영등포구,12,10503,22250
285,대림3동사거리(하나은행),대림3동,영등포구,8,1771,3815
286,우성아파트 교차로,대림2동,영등포구,8,3130,7485
287,영등포전화국사거리 (서강어린이공원),영등포동,영등포구,10,5246,12771
288,쌍용예가(구청별관),당산1동,영등포구,10,2288,4385
289,대림3동사거리,대림3동,영등포구,10,2337,6041
290,당산동 SK V1 빌딩,당산2동,영등포구,12,4747,8783
291,문래동 하이테크 시티,문래동,영등포구,14,6157,10369
292,영일 어린이공원,영등포동,영등포구,10,2207,4645
293,충북 미래관,당산2동,영등포구,15,7529,14858
295,영등포공원 분수대 앞,영등포동,영등포구,10,0,0
296,KT플라자 영등포점,영등포동,영등포구,15,467,0
297,국회3문,여의동,영등포구,20,75,0
298,KBS 연구동 건너편,여의동,영등포구,20,49,0
299,여의도 순복음교회,여의동,영등포구,10,286,0
3201,당산skv1센터,당산2동,영등포구,9,294,0
3202,당산롯데캐슬프레스티지,당산2동,영등포구,15,615,0
3203,도림동배드민턴체육관,도림동,영등포구,10,120,0
3204,도림고가도로 밑,도림동,영등포구,10,26,0
3205,문래중학교,문래동,영등포구,10,624,0
3206,문래동 주민센터,문래동,영등포구,15,197,0
3207,양남사거리 교통섬,양평1동,영등포구,15,159,0
3211,신길 래미안 프레비뉴,신길5동,영등포구,20,285,0
3212,신풍역 6번출구,신길7동,영등포구,10,431,0
3214,영등포 푸르지오,영등포본동,영등포구,10,417,0
3215,강변삼성래미안,당산2동,영등포구,15,297,0
3219,영등포역 2번출구,영등포본동,영등포구,10,323,0
3220,래미안에스티움(신풍로) 앞,신길7동,영등포구,20,258,0
3221,서울특별시 남부교육지원청,문래동,영등포구,10,70,0
800,목월공원 앞,원효로2동,용산구,15,4619,9568
802,한강진역 2번 출구 앞,한남동,용산구,10,1794,3724
803,한남초교 앞 보도육교,한남동,용산구,10,1281,2444
805,문배어린이공원 앞,원효로1동,용산구,9,3375,7493
806,전자랜드 본관 앞,한강로동,용산구,20,3098,7324
807,서울역 12번 출구 앞,남영동,용산구,10,2752,5827
808,서빙고동 금호맨션 앞,서빙고동,용산구,10,1446,2817
809,한남 유수지 복개주차장,한남동,용산구,10,3329,5296
810,이태원지하보도,용산2가동,용산구,10,1944,3078
811,녹사평역1번출구,용산2가동,용산구,20,2008,3915
812,용산전쟁기념관,남영동,용산구,20,1104,3317
813,삼각지역 3번출구,한강로동,용산구,20,3092,7374
815,LIG강촌아파트 103동앞,이촌1동,용산구,20,5324,9768
816,신용산역 6번출구 앞,한강로동,용산구,15,8137,18213
817,삼각지역 4번출구 앞,한강로동,용산구,9,1961,4383
818,숙명여대 입구 교차로,청파동,용산구,15,3854,9186
819,선린인터넷 고등학교,청파동,용산구,12,2814,6197
820,청파동입구 교차로,남영동,용산구,10,2382,5368
822,이촌1동 마을공원,이촌1동,용산구,10,1495,2509
823,효창동주민센터 앞,효창동,용산구,10,824,2130
825,서빙고동 주민센터 앞,서빙고동,용산구,15,10393,16308
827,국군복지단,용산2가동,용산구,20,560,2174
828,숙대입구역 8번,남영동,용산구,7,2290,5460
829,베르가모앞,한강로동,용산구,40,10429,19018
830,청암자이아파트앞,원효로2동,용산구,10,2065,3781
831,이태원관광특구입구,이태원1동,용산구,15,1422,3244
832,이촌1동 주민센터 뒤,이촌1동,용산구,15,8684,14224
834,효창공원앞역 3번출구 뒤,효창동,용산구,15,5378,10221
835,남영역 건너편,남영동,용산구,10,2545,6001
836,현대자동차서비스 앞,원효로2동,용산구,15,4510,6228
837,한남나들목 입구,한남동,용산구,10,7036,11220
838,숙대입구역 4번출구,남영동,용산구,8,2974,7300
839,보광동 삼성리버빌아파트 앞,보광동,용산구,10,3466,4680
840,용산 파크타워 앞,한강로동,용산구,10,1698,3191
841,신용산역 1번 출구,한강로동,용산구,15,5881,12471
843,녹사평역 광장,이태원1동,용산구,10,3270,7055
844,이촌2동 동원베네스트 아파트 앞,이촌2동,용산구,11,3093,5467
845,용산 선인상가,한강로동,용산구,22,2344,4642
846,용산중학교,용산2가동,용산구,15,2602,5228
847, 국방부민원실옆,한강로동,용산구,15,146,0
848, 삼각지12번 출구,한강로동,용산구,10,169,0
849, 삼각지 자이아파트,한강로동,용산구,15,565,0
850, KCC용산월츠타워 ,원효로1동,용산구,15,353,0
851,효창 푸르지오 앞,효창동,용산구,10,146,0
852,청암자이APT(103동),원효로2동,용산구,20,117,0
853,용산역 맞은편,한강로동,용산구,10,505,0
854,HID 유족동지회 앞,한남동,용산구,10,161,0
855,이촌역5번출구 앞,한강로동,용산구,15,14,0
857, 현대 안성타워,한남동,용산구,15,75,0
858,녹사평역3번 출구,용산2가동,용산구,7,28,0
859,남산공원 야외식물원 앞,이태원2동,용산구,10,0,0
860,LG한강 자이아파트 앞,이촌1동,용산구,15,241,0
863,이촌역2번 출구,한강로동,용산구,15,41,0
864,순천향대학병원(한남오거리),한남동,용산구,10,724,0
865,하얏트호텔 앞,한남동,용산구,15,37,0
866,브라운스톤 남산아파트,후암동,용산구,10,72,0
867,서빙고역 광장(1번출구),서빙고동,용산구,10,45,0
868,롯데하이마트 용산점 앞,원효로1동,용산구,12,262,0
900,은평예술회관,녹번동,은평구,20,2724,5174
901,응암1동사무소,응암1동,은평구,10,3499,7309
902,진관동 은빛초등학교,진관동,은평구,10,984,2042
903,은평뉴타운 아이파크,진관동,은평구,20,2472,3862
904,은평뉴타운 푸르지오,진관동,은평구,18,2499,3657
905,구파발역 2번출구,진관동,은평구,11,5640,11574
906,연신내역 5번출구150M 아래,대조동,은평구,10,8763,16249
907,CJ 드림시티,역촌동,은평구,10,18252,31914
908,구산역 4번출구,갈현2동,은평구,10,3092,6038
909,백련산 힐스테이트 3차,응암3동,은평구,10,1459,3875
911,은평평화공원(역촌역4번출구),녹번동,은평구,10,6093,13928
912,응암오거리,응암3동,은평구,10,7314,13463
913,이마트 은평점,응암1동,은평구,15,8607,16881
914,새절역 2번출구,응암3동,은평구,20,12327,19980
915,증산역 4번출구,증산동,은평구,10,5114,9059
916,평생학습관 앞,역촌동,은평구,7,3249,6770
917,녹번역 4번출구,녹번동,은평구,9,3904,9560
919,서울혁신파크,녹번동,은평구,10,2442,4868
921,신도고등학교,진관동,은평구,10,1780,3715
922,연신내역 4번출구,대조동,은평구,10,1467,3512
923,국민은행 연서지점,불광1동,은평구,10,2035,4135
924,메뚜기다리,진관동,은평구,15,899,2229
925,불광역 2번출구,불광1동,은평구,8,1500,3058
926,불광역 8번출구,불광1동,은평구,8,4300,9821
927,연신내역 3번출구 인근,불광1동,은평구,10,1458,3686
928,은평역사한옥박물관,진관동,은평구,15,1122,1817
930,구 서부경찰서 건너편,역촌동,은평구,7,2292,4227
931,역촌파출소,역촌동,은평구,20,8420,14686
932,예일여중,구산동,은평구,10,2856,5818
933,LG서비스 역촌점,구산동,은평구,10,4984,8718
934,신사동 성당,신사1동,은평구,15,3252,6781
937,상림마을 롯데캐슬2단지 옆,진관동,은평구,15,486,529
938,금암 문화공원,진관동,은평구,15,731,854
939,은평구청 교차로,응암1동,은평구,15,2004,4542
941,은평뉴타운 도서관,진관동,은평구,11,1817,4643
942,상림마을 생태공원,진관동,은평구,9,1151,2571
943,은평구청 보건소,녹번동,은평구,10,4248,10030
945,기자촌 사거리,진관동,은평구,10,1764,3642
946,독바위역,불광1동,은평구,10,2030,4405
947,연신내 선일하이츠빌 정류소,불광2동,은평구,10,2503,4188
948,디지털미디어 시티역 4번출구,증산동,은평구,10,1922,4537
949,연신내역 1번 출구,불광2동,은평구,7,2353,4406
950,구산역 2번 출구,역촌동,은평구,5,4558,7375
951,연신내역 6번출구옆,갈현1동,은평구,15,3840,7772
952,서울연신중학교,불광2동,은평구,10,1214,2590
953,서울연신초등학교,불광2동,은평구,10,1642,3130
954,은평뉴타운구파발9단지,진관동,은평구,10,1940,3425
956,응암시장교차로,응암2동,은평구,9,7326,10998
958,신한은행 응암동 지점 앞,응암1동,은평구,13,3722,7645
959,구파발10단지 인근,진관동,은평구,10,1296,1567
960,구파발역 환승센터,진관동,은평구,15,1804,4068
961,불광역 9번 출구,불광1동,은평구,8,2491,5349
962,은평뉴타운 힐데스하임,진관동,은평구,10,2678,4715
963,대호프라자아파트,불광1동,은평구,13,2746,4383
964,북한산힐스테이트 7차아파트,불광1동,은평구,10,1323,4534
965,서울특별시 은평병원,응암2동,은평구,10,1467,4001
966,서울혁신파크1,녹번동,은평구,10,776,1761
967,서울혁신파크2,녹번동,은평구,13,1255,2553
968,은평뉴타운 상림마을 13단지,진관동,은평구,7,618,1401
969,은평 지웰테라스,진관동,은평구,9,679,1324
971,역촌 센트레빌 아파트,역촌동,은평구,10,1097,2950
972,수색역,수색동,은평구,20,2253,4520
973,제각말푸르지오 5-1단지 아파트,진관동,은평구,10,11,0
974,연신초등학교옆 마을마당,불광2동,은평구,10,7,0
975,백련산 힐스테이트상가앞,응암1동,은평구,10,18,0
976,진관고등학교앞,진관동,은평구,10,31,0
977,신도중학교앞,진관동,은평구,20,14,0
978,녹번 힐스테이트상가앞,녹번동,은평구,20,36,0
979,원풍빌라앞,신사2동,은평구,10,82,0
982,유니클로 은평점앞,녹번동,은평구,10,69,0
984,상신초등학교앞 버스정류장,신사1동,은평구,10,116,0
985,은평온누리약국앞,응암1동,은평구,10,57,0
989,축산정육식당앞,응암3동,은평구,10,103,0
991,흥국사 정류장,진관동,은평구,10,17,0
992,북한산입구 정류장,진관동,은평구,10,13,0
993,은평뉴타운 온뜨락아파트앞,진관동,은평구,25,32,0
994,북한산생태공원입구(교통섬),불광1동,은평구,15,28,0
995,은평다목적체육관,진관동,은평구,15,17,0
996,응암역 1번출구,신사1동,은평구,10,299,0
301,경복궁역 7번출구 앞,사직동,종로구,16,3822,7543
302,경복궁역 4번출구 뒤,사직동,종로구,12,6398,14298
303,광화문역 1번출구 앞,사직동,종로구,8,4113,9892
304,광화문역 2번출구 앞,종로1·2·3·4가동,종로구,7,2640,5910
305,종로구청 옆,종로1·2·3·4가동,종로구,16,4546,11313
306,광화문역 7번출구 앞,종로1·2·3·4가동,종로구,19,4409,8202
307,서울역사박물관 앞,사직동,종로구,11,3087,7758
308,광화문 S타워 앞,사직동,종로구,20,5288,11505
309,광화문역 6번출구 옆,사직동,종로구,13,2424,6346
314,국립현대미술관,삼청동,종로구,10,2896,8212
316,종각역 1번출구 앞,종로1·2·3·4가동,종로구,12,6369,14706
326,안국역 5번출구 앞,삼청동,종로구,19,5249,11124
327,낙원상가 옆,종로1·2·3·4가동,종로구,10,3992,8655
328,탑골공원 앞,종로1·2·3·4가동,종로구,11,3871,8794
329,청계2가 사거리 옆,종로1·2·3·4가동,종로구,8,4560,11009
334,종로3가역 2번출구 뒤,종로1·2·3·4가동,종로구,10,5631,12751
335,종로3가역 15번출구 앞,종로1·2·3·4가동,종로구,10,4105,8938
337,창경궁 입구,종로1·2·3·4가동,종로구,5,1362,3178
338,세운스퀘어 앞,종로1·2·3·4가동,종로구,18,4051,9565
339,종로4가 사거리,종로1·2·3·4가동,종로구,10,3487,8080
340,혜화동 로터리,혜화동,종로구,8,5289,11271
341,혜화역 3번출구 뒤,혜화동,종로구,10,3506,8568
342,대학로 마로니에공원,이화동,종로구,15,6416,16527
343,예일빌딩(율곡로) 앞,필동,종로구,12,1714,5126
344,성균관대 E하우스 앞,종로5·6가동,종로구,10,1998,7407
345,서울보증보험본사 앞,종로5·6가동,종로구,15,3302,8469
348,독립문역 사거리,교남동,종로구,14,3088,5677
349,사직동주민센터,사직동,종로구,7,2446,4675
351,청운초교 앞 삼거리,청운효자동,종로구,8,2460,5044
352,중앙고입구 삼거리,가회동,종로구,15,930,2306
353,재동초교 앞 삼거리,가회동,종로구,8,2368,4624
354,포르투갈 대사관 앞,가회동,종로구,10,2910,5950
355,서울사대부속초교 앞,이화동,종로구,15,3486,9555
356,KT혜화지사 앞,이화동,종로구,15,3598,8747
358,성대입구 사거리,혜화동,종로구,13,6943,20104
359,원남동사거리,종로1·2·3·4가동,종로구,8,3164,8219
361,동묘앞역 1번출구 뒤,숭인1동,종로구,10,8654,19547
362,청계8가 사거리,숭인2동,종로구,10,5320,10161
363,신설동역 11번출구 뒤,숭인2동,종로구,10,5126,12207
364,창신역 1번출구 앞,창신3동,종로구,8,2538,5723
367,독립문역 3-1번출구,무악동,종로구,8,3761,5750
368,SK 서린빌딩 앞,종로1·2·3·4가동,종로구,12,3085,7047
369,광화문 시민열린마당,종로1·2·3·4가동,종로구,20,3995,10040
385,종각역 5번출구,종로1·2·3·4가동,종로구,10,4527,10206
386,올림픽기념 국민생활관 앞,혜화동,종로구,10,1947,6084
388,동성중학교 앞,혜화동,종로구,10,2803,6228
393,동대문역 8번 출구,종로5·6가동,종로구,10,6292,13039
394,경희궁 자이 3단지,교남동,종로구,15,1419,4091
395,경희궁 자이 2단지,교남동,종로구,8,3060,6036
397,종묘공영주차장 건너편,종로5·6가동,종로구,13,2277,5444
446,상명대입구,부암동,종로구,10,1884,3336
447,신영동삼거리,부암동,종로구,5,154,1020
449,일성아파트,평창동,종로구,10,634,582
450,효자동 삼거리,청운효자동,종로구,20,2544,5911
451,청와대앞길,삼청동,종로구,13,981,2478
452,동대문 종합시장 버스정류장,종로5·6가동,종로구,13,2267,4917
453,종로오가 지하쇼핑센터 14번출구,종로5·6가동,종로구,10,3616,7622
454,종로2가 버스정류장 (종각방향),종로5·6가동,종로구,13,3501,7670
455,삼익한의원,종로5·6가동,종로구,8,1912,3928
456,숭인2동 주민센터 입구 (이강3대냉면),숭인2동,종로구,10,2914,5553
457,종로꽃시장 입구 옆,종로5·6가동,종로구,10,2516,5214
458,광화문역 5번출구,종로5·6가동,종로구,21,4725,9818
461,서울지방경찰청,사직동,종로구,10,3159,7745
462,신영동삼거리(북악터널방향),부암동,종로구,15,304,1493
464,삼청동 골목,삼청동,종로구,10,2169,3006
465,삼청공원 앞,삼청동,종로구,5,373,105
486,평창동주민센터 앞,평창동,종로구,5,489,0
3401,창신두산아파트,창신1동,종로구,10,0,0
3402,이화공영주차장,이화동,종로구,10,279,0
3403,서울특별시 교육청,사직동,종로구,10,218,0
3404,서울특별시 중부교육지원청,종로5·6가동,종로구,15,22,0
3405,파크팰리스,사직동,종로구,12,679,0
3406,세종로공원,종로1·2·3·4가동,종로구,20,42,0
3407,안국동사거리(신),삼청동,종로구,15,912,0
3408,종로타워빌딩,종로1·2·3·4가동,종로구,13,940,0
3410,종로3가역 8번출구,종로1·2·3·4가동,종로구,10,294,0
3411,종묘,종로1·2·3·4가동,종로구,10,608,0
3412,세운상가,종로1·2·3·4가동,종로구,15,549,0
3413,종로플레이스,종로1·2·3·4가동,종로구,15,975,0
3414,종로5가역 4번출구,종로5·6가동,종로구,10,17,0
3415,동대문역6번출구,창신1동,종로구,15,76,0
3416,동묘앞역 6번출구,창신1동,종로구,15,28,0
3417,창신3동주민센터,창신3동,종로구,12,116,0
3418,창신역2번 출구,창신3동,종로구,10,21,0
3419,국립어린이과학관,종로1·2·3·4가동,종로구,15,52,0
3420,성균관대입구사거리(맥도날드),혜화동,종로구,10,119,0
3421,혜화역 1번출구,혜화동,종로구,10,16,0
3422,성균관대 정문,혜화동,종로구,20,187,0
3423,현대그룹(본사),종로5·6가동,종로구,20,132,0
3425,광화문 풍림스페이스본 1단지앞,사직동,종로구,15,1,0
3426,독립문역 2번출구 뒤,무악동,종로구,10,46,0
3427,인왕산 아이파크 정문,무악동,종로구,13,35,0
3428,서울미술관,부암동,종로구,10,54,0
3429,AW컨벤션앞,부암동,종로구,15,30,0
3430,구기치안센터 앞,평창동,종로구,10,18,0
3431,로제우스 레포츠센터,평창동,종로구,10,31,0
3432,종로2가 사거리,종로1·2·3·4가동,종로구,15,1006,0
300,정동사거리,소공동,중구,7,3135,7024
310,청계광장 옆,명동,중구,13,2776,6245
311,서울광장 옆,소공동,중구,35,7126,18024
312,시청역 1번출구 뒤,소공동,중구,7,6088,13963
318,광교사거리 남측,명동,중구,10,1998,4123
320,을지로입구역 4번출구 앞,명동,중구,20,4114,8019
321,KEB 하나금융그룹 명동사옥 옆,명동,중구,15,2905,7218
322,명동성당 앞,명동,중구,15,1620,4775
324,신세계백화점 본점 앞,회현동,중구,10,3658,8825
331,을지로2가 사거리 북측,회현동,중구,10,3845,6748
332,을지로2가 사거리 남측,회현동,중구,5,2433,4664
336,티마크 호텔 앞,회현동,중구,10,2069,4960
346,맥스타일 앞,신당동,중구,10,5624,13561
347,동대문역사문화공원역 9번출구 앞,종로5·6가동,중구,18,4655,12130
370,시청역(2호선) 9번출구 뒤,소공동,중구,26,4471,8612
371,동대입구역 6번출구 뒤,장충동,중구,10,2154,5258
372,약수역 3번출구 뒤,약수동,중구,10,3053,6169
373,청구 어린이공원,청구동,중구,8,446,1076
374,청구역 2번출구 앞,동화동,중구,10,3545,7181
375,다산 어린이공원,신당5동,중구,8,3712,8013
378,청계7가 사거리,신당동,중구,10,4408,10760
379,서울역9번출구,회현동,중구,7,3760,8004
380,CJ제일제당 앞,광희동,중구,8,2912,6596
381,장충체육관,장충동,중구,10,662,1325
382,약수역 10번출구 앞,다산동,중구,7,1997,4464
383,신당역 12번 출구 뒤,신당5동,중구,17,6944,17538
384,종로학원본원,중림동,중구,10,1674,3104
387,훈련원공원주차장 앞,광희동,중구,10,2990,6610
389,을지로4가역 1번출구,을지로동,중구,10,3567,8668
390,충무로역 1번출구,필동,중구,10,4189,9014
391,정동길입구,소공동,중구,8,1278,4569
398,을지로3가역 3번출구,을지로동,중구,8,3104,8660
399,서울역 센트럴 자이아파트,중림동,중구,15,1902,2756
428,명보사거리,을지로동,중구,10,1910,3733
429,송도병원,다산동,중구,8,570,1244
430,KEB하나은행 장충동지점,장충동,중구,8,1800,3593
431,청계천 영도교,황학동,중구,15,7249,15302
433,을지로입구역 2번출구,명동,중구,10,4006,9771
434,신당 래미안 버스정류장,신당5동,중구,10,711,1812
435,SK 남산빌딩,회현동,중구,10,1207,2690
826,서울역 서부교차로2,중림동,중구,20,3623,7407
441,염천교사거리,소공동,중구,15,341,0
442,서울역 서부,회현동,중구,20,76,0
443,호암아트홀,회현동,중구,9,417,0
444,서울역3번 출구,회현동,중구,20,16,0
445,대한상공회의소,소공동,중구,10,636,0
466,롯데호텔,명동,중구,20,410,0
467,한국은행,소공동,중구,16,208,0
468,웨스틴 조선호텔,소공동,중구,10,204,0
469,회현역 1번출구,회현동,중구,16,34,0
470,회현역 7번출구,회현동,중구,20,490,0
471,회현사거리 남측,명동,중구,10,539,0
472,삼일교(시그니쳐 타워),명동,중구,12,800,0
473,을지로4가역 9번출구,을지로동,중구,20,824,0
474,동대문역사문화공원역 1번출구 뒤편,을지로동,중구,30,254,0
475,ddp패션몰,신당동,중구,16,22,0
476,광희문,광희동,중구,10,68,0
477,앰배서더 호텔 주변,장충동,중구,10,30,0
479,동대입구역 3번 출구,장충동,중구,13,47,0
480,약수역 6번 출구,약수동,중구,8,5,0
481,신당역 10번 출구,명동,중구,16,48,0
482,예수소망교회,신당동,중구,10,74,0
483,남산타운아파트 버스정류장,약수동,중구,16,22,0
484,도동삼거리,회현동,중구,20,14,0
485,서울역4번출구,회현동,중구,30,485,0
1401,극동늘푸른아파트,묵2동,중랑구,15,6076,11223
1402,금란주차장 앞,망우본동,중랑구,10,3420,6536
1403,중화빌딩 앞 (동부시장),상봉2동,중랑구,15,9167,17829
1404,동일로 지하차도,상봉2동,중랑구,10,3969,8492
1405,망우역 1번출구,상봉2동,중랑구,10,4591,9497
1406,망우청소년수련관,망우본동,중랑구,10,402,1410
1407,먹골역 1번출구 뒤,묵1동,중랑구,10,3936,6739
1408,먹골역 6번출구 앞,묵2동,중랑구,10,4591,8553
1410,면목 대원칸타빌아파트,면목7동,중랑구,10,1011,1615
1411,상봉시장앞 교차로 한성빌딩 앞,면목본동,중랑구,10,2499,5194
1412,면목초등학교,면목본동,중랑구,10,1781,3343
1413,봉화산역 5번출구 뒤,신내2동,중랑구,10,2947,6383
1414,사가정역 1번출구,면목3·8동,중랑구,10,6832,13197
1416,상봉역 3번출구,상봉2동,중랑구,10,3013,6011
1418,새솔초등학교,신내1동,중랑구,15,1610,3318
1420,신내어울공원 앞,신내1동,중랑구,15,2249,3901
1421,신내역 4번출구,묵1동,중랑구,20,948,2385
1422,신내우디안아파트 1단지,신내1동,중랑구,10,798,1976
1424,양원역 2번출구,망우본동,중랑구,10,476,1339
1425,용마문화복지센터,면목3·8동,중랑구,10,1733,4098
1426,면목도시개발아파트 1동 앞,면목4동,중랑구,15,1141,2331
1427,용마산역 1번출구,면목4동,중랑구,10,954,2193
1428,원묵고등학교,묵1동,중랑구,10,1758,6407
1429,장안중학교,묵1동,중랑구,15,2076,5409
1430,중랑구청,신내2동,중랑구,20,3391,7520
1431,중랑구청 사거리,신내2동,중랑구,10,5373,10075
1433,중화역 2번출구,중화2동,중랑구,10,6818,12533
1434,홈플러스 면목동점,면목5동,중랑구,15,3227,5494
1435,능산삼거리,신내2동,중랑구,15,843,1740
1436,영풍마드레빌,신내2동,중랑구,15,1911,3614
1437,늘푸른공원 앞,면목5동,중랑구,15,1149,3477
1438,홈플러스 신내점 앞,신내2동,중랑구,15,5322,10116
1440,하나은행 면목지점,면목5동,중랑구,10,3343,6028
1441,신내능말공원,신내1동,중랑구,15,2238,5600
1442,(구)신한은행 중랑교지점,중화2동,중랑구,8,4119,7560
1443,구립망우청소년독서실,망우본동,중랑구,10,1150,2546
1444,면목4치안센터,면목4동,중랑구,10,3270,5284
1445,용마지구대,면목4동,중랑구,10,944,1541
1446,중랑전화국 교차로,면목4동,중랑구,10,4084,9290
1447,면목역 3번출구,면목4동,중랑구,15,5680,12260
1448,코스트코 상봉점,상봉1동,중랑구,15,6040,14102
1449,상봉역 1번출구,상봉1동,중랑구,15,6121,12848
1450,화랑대역 7번출구,공릉2동,중랑구,10,4134,6432
1451,중랑세무서,상봉2동,중랑구,10,7335,12337
1452,겸재교 진입부,면목2동,중랑구,15,7001,9939
1453,중랑캠핑숲,망우본동,중랑구,9,831,1402
1454,한국전력공사(동대문 중랑지사),묵1동,중랑구,10,3877,6560
1455,상봉역 2번 출구,상봉1동,중랑구,10,4563,10196
1456,상아빌딩(우림시장 교차로),망우3동,중랑구,10,2773,5709
1457,동원사거리,면목본동,중랑구,10,2295,4482
1458,상봉터미널2,망우본동,중랑구,9,4945,10403
1459,용마한신아파트사거리,면목7동,중랑구,10,1264,2677
1461,동양엔파트 앞,중화2동,중랑구,12,144,0
1462,동부시장 북문 앞,상봉2동,중랑구,9,79,0
1463,중랑구민회관,면목4동,중랑구,10,7,0
1464,중화역 4번출구,중화2동,중랑구,15,40,0
1465,중랑공영차고지 옆,신내1동,중랑구,15,87,0
1466,두산대림아파트 삼거리,묵1동,중랑구,10,48,0
1467,sk신내 주유소앞(용마산로),신내1동,중랑구,10,11,0
1468,먹골역 7번 출구,묵2동,중랑구,10,213,0
1469,먹골역 4번출구,묵1동,중랑구,20,2,0
1470,중화동 우리은행 앞,중화2동,중랑구,20,72,0
1472,영성빌딩(PAT),중화1동,중랑구,8,105,0
1473,중랑역 1번 출구(중화문화복지센터),중화2동,중랑구,10,39,0
1474,서울중랑우체국,상봉1동,중랑구,10,0,0
1477,면목삼익아파트 앞,면목4동,중랑구,15,42,0
1478,홈플러스 상봉점 앞,상봉1동,중랑구,10,156,0
1479,면목 홈플러스 2 ,면목5동,중랑구,10,69,0
1480, 용마지구대 옆,면목5동,중랑구,15,104,0
642,신답역 사거리,답십리1동,동대문구,9,3209,9945
2549,LH 서초 4단지 403동,양재1동,서초구,10,0,0
2658,가락몰 업무동,가락1동,송파구,10,0,0
2744,강서세무서앞,가양1동,강서구,20,0,0
869,노들섬 동측 앞,이촌1동,용산구,10,359,0
870,노들섬 서측 앞,이촌2동,용산구,10,1376,0
2743,동신아파트 104동 앞,가양1동,강서구,11,0,0
793,목동5단지아파트 534동,목5동,양천구,15,55,0
797,목동아파트 1422동 1434동 사잇길,신정6동,양천구,10,0,0
796,목동아파트 14단지 B상가 앞,신정6동,양천구,10,0,0
2548,반포1동 자율방범초소 옆,반포1동,서초구,10,0,0
1571,북서울 꿈의숲 입구,번3동,강북구,20,0,0
3600,사근빗물펌프장 건너편,행당1동,성동구,8,0,0
3013,서울지방고용노동청 앞,명동,중구,10,0,0
2659,서울친환경유통센터,가락1동,송파구,10,0,0
3588,세종대학교(영실관),군자동,광진구,10,0,0
1574,송중초등학교 옆,송중동,강북구,8,0,0
2746,수명산파크4단지411동 앞,발산1동,강서구,10,0,0
2745,수명초등학교,발산1동,강서구,9,0,0
2550,양재동 꽃시장 건너편,양재2동,서초구,10,0,0
795,양천 해누리타운,신정6동,양천구,10,0,0
794,양천문화회관,신정6동,양천구,10,0,0
3587,우성식품 앞,구의3동,광진구,15,0,0
1572,우이산 입구,우이동,강북구,20,0,0
2547,포드서초서비스센터앞,잠원동,서초구,10,0,0
1573,현대성우아파트 옆,송천동,강북구,10,0,0
1268,몽촌토성역 1번출구 옆,오륜동,송파구,15,11444,24080
1267,올림픽공원 남2문 앞,오륜동,송파구,15,3872,10332
