주소,OBJECTID,adm_nm,adm_cd,adm_cd2,sidonm,sggnm,기간,자치구,동,인구,면적,인구밀도
서울특별시 강북구 인수동,142,서울특별시 강북구 인수동,1109075,1130566000,서울특별시,강북구,2019,강북구,인수동,"32,461",3.28,"9,897"
서울특별시 도봉구 쌍문1동,143,서울특별시 도봉구 쌍문1동,1110051,1132066000,서울특별시,도봉구,2019,도봉구,쌍문1동,"22,364",1.24,"18,035"
서울특별시 도봉구 쌍문2동,144,서울특별시 도봉구 쌍문2동,1110052,1132067000,서울특별시,도봉구,2019,도봉구,쌍문2동,"20,025",0.54,"37,083"
서울특별시 도봉구 쌍문3동,145,서울특별시 도봉구 쌍문3동,1110053,1132068000,서울특별시,도봉구,2019,도봉구,쌍문3동,"17,262",0.5,"34,524"
서울특별시 도봉구 쌍문4동,146,서울특별시 도봉구 쌍문4동,1110054,1132068100,서울특별시,도봉구,2019,도봉구,쌍문4동,"19,811",0.52,"38,098"
서울특별시 도봉구 방학1동,147,서울특별시 도봉구 방학1동,1110055,1132069000,서울특별시,도봉구,2019,도봉구,방학1동,"30,056",0.69,"43,559"
서울특별시 도봉구 방학2동,148,서울특별시 도봉구 방학2동,1110056,1132070000,서울특별시,도봉구,2019,도봉구,방학2동,"21,140",0.74,"28,568"
서울특별시 도봉구 방학3동,149,서울특별시 도봉구 방학3동,1110057,1132071000,서울특별시,도봉구,2019,도봉구,방학3동,"28,782",2.64,"10,902"
서울특별시 도봉구 창1동,150,서울특별시 도봉구 창1동,1110059,1132051100,서울특별시,도봉구,2019,도봉구,창1동,"26,271",0.88,"29,853"
서울특별시 도봉구 창2동,151,서울특별시 도봉구 창2동,1110060,1132051200,서울특별시,도봉구,2019,도봉구,창2동,"30,498",1.07,"28,503"
서울특별시 도봉구 창3동,152,서울특별시 도봉구 창3동,1110061,1132051300,서울특별시,도봉구,2019,도봉구,창3동,"14,777",0.67,"22,055"
서울특별시 도봉구 창4동,153,서울특별시 도봉구 창4동,1110062,1132051400,서울특별시,도봉구,2019,도봉구,창4동,"27,873",0.96,"29,034"
서울특별시 도봉구 창5동,154,서울특별시 도봉구 창5동,1110063,1132051500,서울특별시,도봉구,2019,도봉구,창5동,"25,802",0.7,"36,860"
서울특별시 도봉구 도봉1동,155,서울특별시 도봉구 도봉1동,1110064,1132052100,서울특별시,도봉구,2019,도봉구,도봉1동,"22,293",8.72,"2,557"
서울특별시 도봉구 도봉2동,156,서울특별시 도봉구 도봉2동,1110065,1132052200,서울특별시,도봉구,2019,도봉구,도봉2동,"28,677",0.83,"34,551"
서울특별시 노원구 월계1동,157,서울특별시 노원구 월계1동,1111051,1135056000,서울특별시,노원구,2019,노원구,월계1동,"23,883",1.16,"20,589"
서울특별시 노원구 월계2동,158,서울특별시 노원구 월계2동,1111052,1135057000,서울특별시,노원구,2019,노원구,월계2동,"27,289",1.94,"14,066"
서울특별시 노원구 월계3동,159,서울특별시 노원구 월계3동,1111053,1135058000,서울특별시,노원구,2019,노원구,월계3동,"31,593",1.17,"27,003"
서울특별시 노원구 공릉2동,160,서울특별시 노원구 공릉2동,1111056,1135060000,서울특별시,노원구,2019,노원구,공릉2동,"41,071",6.82,"6,022"
서울특별시 노원구 하계1동,161,서울특별시 노원구 하계1동,1111058,1135061100,서울특별시,노원구,2019,노원구,하계1동,"29,305",1.55,"18,906"
서울특별시 노원구 하계2동,162,서울특별시 노원구 하계2동,1111059,1135061200,서울특별시,노원구,2019,노원구,하계2동,"23,318",0.51,"45,722"
서울특별시 노원구 중계본동,163,서울특별시 노원구 중계본동,1111060,1135061900,서울특별시,노원구,2019,노원구,중계본동,"25,875",1.97,"13,135"
서울특별시 노원구 중계1동,164,서울특별시 노원구 중계1동,1111061,1135062100,서울특별시,노원구,2019,노원구,중계1동,"28,061",0.63,"44,541"
서울특별시 노원구 중계4동,165,서울특별시 노원구 중계4동,1111064,1135062400,서울특별시,노원구,2019,노원구,중계4동,"21,324",1.7,"12,544"
서울특별시 노원구 상계1동,166,서울특별시 노원구 상계1동,1111065,1135063000,서울특별시,노원구,2019,노원구,상계1동,"40,121",5.62,"7,139"
서울특별시 노원구 상계2동,167,서울특별시 노원구 상계2동,1111066,1135064000,서울특별시,노원구,2019,노원구,상계2동,"21,220",0.61,"34,787"
서울특별시 노원구 상계5동,168,서울특별시 노원구 상계5동,1111069,1135067000,서울특별시,노원구,2019,노원구,상계5동,"25,483",0.44,"57,916"
서울특별시 노원구 상계8동,169,서울특별시 노원구 상계8동,1111072,1135070000,서울특별시,노원구,2019,노원구,상계8동,"23,953",0.67,"35,751"
서울특별시 노원구 상계9동,170,서울특별시 노원구 상계9동,1111073,1135071000,서울특별시,노원구,2019,노원구,상계9동,"21,919",0.81,"27,060"
서울특별시 노원구 상계10동,171,서울특별시 노원구 상계10동,1111074,1135072000,서울특별시,노원구,2019,노원구,상계10동,"16,619",0.8,"20,774"
서울특별시 노원구 상계3·4동,172,서울특별시 노원구 상계3·4동,1111076,1135066500,서울특별시,노원구,2019,노원구,상계3·4동,"25,818",5.62,"4,594"
서울특별시 노원구 상계6·7동,173,서울특별시 노원구 상계6·7동,1111077,1135069500,서울특별시,노원구,2019,노원구,상계6·7동,"34,648",1.11,"31,214"
서울특별시 노원구 중계2·3동,174,서울특별시 노원구 중계2·3동,1111078,1135062500,서울특별시,노원구,2019,노원구,중계2·3동,"36,763",0.9,"40,848"
서울특별시 노원구 공릉1동,175,서울특별시 노원구 공릉1동,1111079,1135059500,서울특별시,노원구,2019,노원구,공릉1동,"39,040",1.41,"27,688"
서울특별시 은평구 녹번동,176,서울특별시 은평구 녹번동,1112051,1138051000,서울특별시,은평구,2019,은평구,녹번동,"38,411",1.79,"21,459"
서울특별시 은평구 불광1동,177,서울특별시 은평구 불광1동,1112052,1138052000,서울특별시,은평구,2019,은평구,불광1동,"40,917",3.13,"13,073"
서울특별시 은평구 갈현1동,178,서울특별시 은평구 갈현1동,1112055,1138055100,서울특별시,은평구,2019,은평구,갈현1동,"24,536",0.97,"25,295"
서울특별시 은평구 갈현2동,179,서울특별시 은평구 갈현2동,1112056,1138055200,서울특별시,은평구,2019,은평구,갈현2동,"30,150",0.96,"31,406"
서울특별시 은평구 구산동,180,서울특별시 은평구 구산동,1112057,1138056000,서울특별시,은평구,2019,은평구,구산동,"33,804",1.38,"24,496"
서울특별시 은평구 대조동,181,서울특별시 은평구 대조동,1112058,1138057000,서울특별시,은평구,2019,은평구,대조동,"27,910",0.85,"32,835"
서울특별시 은평구 응암1동,182,서울특별시 은평구 응암1동,1112059,1138058000,서울특별시,은평구,2019,은평구,응암1동,"25,654",1.2,"21,378"
서울특별시 은평구 응암2동,183,서울특별시 은평구 응암2동,1112060,1138059000,서울특별시,은평구,2019,은평구,응암2동,"25,466",0.78,"32,649"
서울특별시 은평구 신사1동,184,서울특별시 은평구 신사1동,1112065,1138063100,서울특별시,은평구,2019,은평구,신사1동,"28,570",0.84,"34,012"
서울특별시 은평구 신사2동,185,서울특별시 은평구 신사2동,1112066,1138063200,서울특별시,은평구,2019,은평구,신사2동,"21,875",1.0,"21,875"
서울특별시 은평구 증산동,186,서울특별시 은평구 증산동,1112067,1138064000,서울특별시,은평구,2019,은평구,증산동,"16,172",0.81,"19,965"
서울특별시 은평구 수색동,187,서울특별시 은평구 수색동,1112068,1138065000,서울특별시,은평구,2019,은평구,수색동,"8,952",1.29,"6,940"
서울특별시 은평구 진관동,188,서울특별시 은평구 진관동,1112071,1138069000,서울특별시,은평구,2019,은평구,진관동,"58,006",11.53,"5,031"
서울특별시 은평구 불광2동,189,서울특별시 은평구 불광2동,1112072,1138053000,서울특별시,은평구,2019,은평구,불광2동,"29,552",1.38,"21,414"
서울특별시 은평구 응암3동,190,서울특별시 은평구 응암3동,1112073,1138060000,서울특별시,은평구,2019,은평구,응암3동,"26,081",0.63,"41,398"
서울특별시 은평구 역촌동,191,서울특별시 은평구 역촌동,1112074,1138062500,서울특별시,은평구,2019,은평구,역촌동,"48,490",1.16,"41,802"
서울특별시 서대문구 천연동,192,서울특별시 서대문구 천연동,1113052,1141052000,서울특별시,서대문구,2019,서대문구,천연동,"18,704",0.97,"19,282"
서울특별시 서대문구 홍제1동,193,서울특별시 서대문구 홍제1동,1113062,1141062000,서울특별시,서대문구,2019,서대문구,홍제1동,"24,997",1.23,"20,323"
서울특별시 서대문구 홍제3동,194,서울특별시 서대문구 홍제3동,1113064,1141064000,서울특별시,서대문구,2019,서대문구,홍제3동,"16,420",0.81,"20,272"
서울특별시 서대문구 홍제2동,195,서울특별시 서대문구 홍제2동,1113065,1141065500,서울특별시,서대문구,2019,서대문구,홍제2동,"14,570",1.05,"13,876"
서울특별시 서대문구 홍은1동,196,서울특별시 서대문구 홍은1동,1113066,1141066000,서울특별시,서대문구,2019,서대문구,홍은1동,"22,902",1.58,"14,495"
서울특별시 서대문구 홍은2동,197,서울특별시 서대문구 홍은2동,1113068,1141068500,서울특별시,서대문구,2019,서대문구,홍은2동,"28,394",2.06,"13,783"
서울특별시 서대문구 남가좌1동,198,서울특별시 서대문구 남가좌1동,1113069,1141069000,서울특별시,서대문구,2019,서대문구,남가좌1동,"16,918",0.51,"33,173"
서울특별시 서대문구 남가좌2동,199,서울특별시 서대문구 남가좌2동,1113070,1141070000,서울특별시,서대문구,2019,서대문구,남가좌2동,"25,947",0.77,"33,697"
서울특별시 서대문구 북가좌1동,200,서울특별시 서대문구 북가좌1동,1113071,1141071000,서울특별시,서대문구,2019,서대문구,북가좌1동,"19,160",0.55,"34,836"
서울특별시 서대문구 북가좌2동,201,서울특별시 서대문구 북가좌2동,1113072,1141072000,서울특별시,서대문구,2019,서대문구,북가좌2동,"33,810",0.84,"40,250"
서울특별시 서대문구 충현동,202,서울특별시 서대문구 충현동,1113073,1141056500,서울특별시,서대문구,2019,서대문구,충현동,"18,113",1.12,"16,172"
서울특별시 서대문구 북아현동,203,서울특별시 서대문구 북아현동,1113074,1141055500,서울특별시,서대문구,2019,서대문구,북아현동,"17,525",0.46,"38,098"
서울특별시 서대문구 신촌동,204,서울특별시 서대문구 신촌동,1113075,1141058500,서울특별시,서대문구,2019,서대문구,신촌동,"24,372",2.63,"9,267"
서울특별시 서대문구 연희동,205,서울특별시 서대문구 연희동,1113076,1141061500,서울특별시,서대문구,2019,서대문구,연희동,"41,339",3.05,"13,554"
서울특별시 마포구 용강동,206,서울특별시 마포구 용강동,1114059,1144059000,서울특별시,마포구,2019,마포구,용강동,"22,441",0.84,"26,715"
서울특별시 마포구 대흥동,207,서울특별시 마포구 대흥동,1114060,1144060000,서울특별시,마포구,2019,마포구,대흥동,"13,575",0.88,"15,426"
서울특별시 마포구 염리동,208,서울특별시 마포구 염리동,1114061,1144061000,서울특별시,마포구,2019,마포구,염리동,"13,486",0.43,"31,363"
서울특별시 마포구 신수동,209,서울특별시 마포구 신수동,1114063,1144063000,서울특별시,마포구,2019,마포구,신수동,"23,877",0.78,"30,612"
서울특별시 마포구 서교동,210,서울특별시 마포구 서교동,1114066,1144066000,서울특별시,마포구,2019,마포구,서교동,"25,997",1.65,"15,756"
서울특별시 마포구 합정동,211,서울특별시 마포구 합정동,1114068,1144068000,서울특별시,마포구,2019,마포구,합정동,"19,153",1.72,"11,135"
서울특별시 마포구 망원1동,212,서울특별시 마포구 망원1동,1114069,1144069000,서울특별시,마포구,2019,마포구,망원1동,"21,856",1.13,"19,342"
서울특별시 마포구 망원2동,213,서울특별시 마포구 망원2동,1114070,1144070000,서울특별시,마포구,2019,마포구,망원2동,"19,386",0.67,"28,934"
서울특별시 마포구 연남동,214,서울특별시 마포구 연남동,1114071,1144071000,서울특별시,마포구,2019,마포구,연남동,"16,953",0.64,"26,489"
서울특별시 마포구 성산1동,215,서울특별시 마포구 성산1동,1114072,1144072000,서울특별시,마포구,2019,마포구,성산1동,"20,164",0.8,"25,205"
서울특별시 마포구 성산2동,216,서울특별시 마포구 성산2동,1114073,1144073000,서울특별시,마포구,2019,마포구,성산2동,"41,531",2.07,"20,063"
서울특별시 마포구 상암동,217,서울특별시 마포구 상암동,1114074,1144074000,서울특별시,마포구,2019,마포구,상암동,"32,882",8.4,"3,915"
서울특별시 마포구 도화동,218,서울특별시 마포구 도화동,1114075,1144058500,서울특별시,마포구,2019,마포구,도화동,"22,594",0.62,"36,442"
서울특별시 마포구 서강동,219,서울특별시 마포구 서강동,1114076,1144065500,서울특별시,마포구,2019,마포구,서강동,"26,163",1.45,"18,043"
서울특별시 마포구 공덕동,220,서울특별시 마포구 공덕동,1114077,1144056500,서울특별시,마포구,2019,마포구,공덕동,"40,509",1.01,"40,108"
서울특별시 마포구 아현동,221,서울특별시 마포구 아현동,1114078,1144055500,서울특별시,마포구,2019,마포구,아현동,"25,358",0.76,"33,366"
서울특별시 양천구 목1동,222,서울특별시 양천구 목1동,1115051,1147051000,서울특별시,양천구,2019,양천구,목1동,"32,173",1.41,"22,818"
서울특별시 양천구 목2동,223,서울특별시 양천구 목2동,1115052,1147052000,서울특별시,양천구,2019,양천구,목2동,"31,477",1.03,"30,560"
서울특별시 양천구 목3동,224,서울특별시 양천구 목3동,1115053,1147053000,서울특별시,양천구,2019,양천구,목3동,"23,095",0.53,"43,575"
서울특별시 양천구 목4동,225,서울특별시 양천구 목4동,1115054,1147054000,서울특별시,양천구,2019,양천구,목4동,"26,909",0.57,"47,209"
서울특별시 양천구 신월1동,226,서울특별시 양천구 신월1동,1115057,1147056000,서울특별시,양천구,2019,양천구,신월1동,"21,773",0.65,"33,497"
서울특별시 양천구 신월2동,227,서울특별시 양천구 신월2동,1115058,1147057000,서울특별시,양천구,2019,양천구,신월2동,"22,126",0.61,"36,272"
서울특별시 양천구 신월3동,228,서울특별시 양천구 신월3동,1115059,1147058000,서울특별시,양천구,2019,양천구,신월3동,"16,719",0.87,"19,217"
서울특별시 양천구 신월4동,229,서울특별시 양천구 신월4동,1115060,1147059000,서울특별시,양천구,2019,양천구,신월4동,"19,026",0.52,"36,588"
서울특별시 양천구 신월5동,230,서울특별시 양천구 신월5동,1115061,1147060000,서울특별시,양천구,2019,양천구,신월5동,"15,570",0.69,"22,565"
서울특별시 양천구 신월6동,231,서울특별시 양천구 신월6동,1115062,1147061000,서울특별시,양천구,2019,양천구,신월6동,"6,615",0.41,"16,134"
서울특별시 양천구 신월7동,232,서울특별시 양천구 신월7동,1115063,1147061100,서울특별시,양천구,2019,양천구,신월7동,"21,602",1.19,"18,153"
서울특별시 양천구 신정1동,233,서울특별시 양천구 신정1동,1115064,1147062000,서울특별시,양천구,2019,양천구,신정1동,"21,627",0.7,"30,896"
서울특별시 양천구 신정2동,234,서울특별시 양천구 신정2동,1115065,1147063000,서울특별시,양천구,2019,양천구,신정2동,"20,685",0.52,"39,779"
서울특별시 양천구 신정3동,235,서울특별시 양천구 신정3동,1115066,1147064000,서울특별시,양천구,2019,양천구,신정3동,"48,151",2.72,"17,703"
서울특별시 양천구 신정6동,236,서울특별시 양천구 신정6동,1115069,1147067000,서울특별시,양천구,2019,양천구,신정6동,"25,304",0.96,"26,358"
서울특별시 양천구 신정7동,237,서울특별시 양천구 신정7동,1115070,1147068000,서울특별시,양천구,2019,양천구,신정7동,"30,904",1.21,"25,540"
서울특별시 양천구 목5동,238,서울특별시 양천구 목5동,1115071,1147055000,서울특별시,양천구,2019,양천구,목5동,"42,948",1.81,"23,728"
서울특별시 양천구 신정4동,239,서울특별시 양천구 신정4동,1115072,1147065000,서울특별시,양천구,2019,양천구,신정4동,"35,581",1.01,"35,229"
서울특별시 강서구 염창동,240,서울특별시 강서구 염창동,1116051,1150051000,서울특별시,강서구,2019,강서구,염창동,"42,579",1.74,"24,471"
서울특별시 강서구 등촌1동,241,서울특별시 강서구 등촌1동,1116052,1150052000,서울특별시,강서구,2019,강서구,등촌1동,"23,717",0.59,"40,198"
서울특별시 강서구 등촌2동,242,서울특별시 강서구 등촌2동,1116053,1150053000,서울특별시,강서구,2019,강서구,등촌2동,"21,868",0.92,"23,770"
서울특별시 강서구 등촌3동,243,서울특별시 강서구 등촌3동,1116054,1150053500,서울특별시,강서구,2019,강서구,등촌3동,"32,506",0.79,"41,147"
서울특별시 강서구 화곡본동,244,서울특별시 강서구 화곡본동,1116055,1150059000,서울특별시,강서구,2019,강서구,화곡본동,"35,918",1.11,"32,359"
서울특별시 강서구 화곡2동,245,서울특별시 강서구 화곡2동,1116057,1150055000,서울특별시,강서구,2019,강서구,화곡2동,"19,487",0.47,"41,462"
서울특별시 강서구 화곡3동,246,서울특별시 강서구 화곡3동,1116058,1150056000,서울특별시,강서구,2019,강서구,화곡3동,"22,710",0.51,"44,529"
서울특별시 강서구 화곡4동,247,서울특별시 강서구 화곡4동,1116059,1150057000,서울특별시,강서구,2019,강서구,화곡4동,"22,044",0.82,"26,883"
서울특별시 강서구 화곡6동,248,서울특별시 강서구 화곡6동,1116061,1150059100,서울특별시,강서구,2019,강서구,화곡6동,"25,118",1.12,"22,427"
서울특별시 강서구 화곡8동,249,서울특별시 강서구 화곡8동,1116063,1150059300,서울특별시,강서구,2019,강서구,화곡8동,"26,509",0.53,"50,017"
서울특별시 강서구 가양1동,250,서울특별시 강서구 가양1동,1116064,1150060300,서울특별시,강서구,2019,강서구,가양1동,"34,154",4.7,"7,267"
서울특별시 강서구 가양2동,251,서울특별시 강서구 가양2동,1116065,1150060400,서울특별시,강서구,2019,강서구,가양2동,"15,140",1.0,"15,140"
서울특별시 강서구 가양3동,252,서울특별시 강서구 가양3동,1116066,1150060500,서울특별시,강서구,2019,강서구,가양3동,"16,199",0.99,"16,363"
서울특별시 강서구 발산1동,253,서울특별시 강서구 발산1동,1116067,1150061100,서울특별시,강서구,2019,강서구,발산1동,"38,507",2.96,"13,009"
서울특별시 강서구 공항동,254,서울특별시 강서구 공항동,1116069,1150062000,서울특별시,강서구,2019,강서구,공항동,"28,261",10.87,"2,600"
서울특별시 강서구 방화1동,255,서울특별시 강서구 방화1동,1116070,1150063000,서울특별시,강서구,2019,강서구,방화1동,"45,668",1.04,"43,912"
서울특별시 강서구 방화2동,256,서울특별시 강서구 방화2동,1116071,1150064000,서울특별시,강서구,2019,강서구,방화2동,"24,051",6.41,"3,752"
서울특별시 강서구 방화3동,257,서울특별시 강서구 방화3동,1116072,1150064100,서울특별시,강서구,2019,강서구,방화3동,"24,467",2.38,"10,280"
서울특별시 강서구 화곡1동,258,서울특별시 강서구 화곡1동,1116073,1150054000,서울특별시,강서구,2019,강서구,화곡1동,"54,562",1.12,"48,716"
서울특별시 강서구 우장산동,259,서울특별시 강서구 우장산동,1116074,1150061500,서울특별시,강서구,2019,강서구,우장산동,"44,808",1.36,"32,947"
서울특별시 구로구 신도림동,260,서울특별시 구로구 신도림동,1117051,1153051000,서울특별시,구로구,2019,구로구,신도림동,"37,188",1.47,"25,298"
서울특별시 구로구 구로1동,261,서울특별시 구로구 구로1동,1117052,1153052000,서울특별시,구로구,2019,구로구,구로1동,"22,097",1.02,"21,664"
서울특별시 구로구 구로3동,262,서울특별시 구로구 구로3동,1117054,1153054000,서울특별시,구로구,2019,구로구,구로3동,"26,290",1.02,"25,775"
서울특별시 구로구 구로4동,263,서울특별시 구로구 구로4동,1117055,1153055000,서울특별시,구로구,2019,구로구,구로4동,"26,219",0.46,"56,998"
서울특별시 구로구 구로5동,264,서울특별시 구로구 구로5동,1117056,1153056000,서울특별시,구로구,2019,구로구,구로5동,"33,426",1.03,"32,452"
서울특별시 구로구 고척1동,265,서울특별시 구로구 고척1동,1117061,1153072000,서울특별시,구로구,2019,구로구,고척1동,"24,182",1.16,"20,847"
서울특별시 구로구 고척2동,266,서울특별시 구로구 고척2동,1117062,1153073000,서울특별시,구로구,2019,구로구,고척2동,"28,950",1.02,"28,382"
서울특별시 구로구 개봉2동,267,서울특별시 구로구 개봉2동,1117064,1153075000,서울특별시,구로구,2019,구로구,개봉2동,"33,036",0.8,"41,295"
서울특별시 구로구 개봉3동,268,서울특별시 구로구 개봉3동,1117065,1153076000,서울특별시,구로구,2019,구로구,개봉3동,"22,005",0.81,"27,167"
서울특별시 구로구 오류1동,269,서울특별시 구로구 오류1동,1117067,1153077000,서울특별시,구로구,2019,구로구,오류1동,"23,295",0.59,"39,483"
서울특별시 구로구 항동,270,서울특별시 구로구 항동,1117074,1153080000,서울특별시,구로구,2019,구로구,항동,"16,233",1.4,"11,595"
서울특별시 구로구 수궁동,271,서울특별시 구로구 수궁동,1117069,1153079000,서울특별시,구로구,2019,구로구,수궁동,"24,890",2.67,"9,322"
서울특별시 구로구 가리봉동,272,서울특별시 구로구 가리봉동,1117070,1153059500,서울특별시,구로구,2019,구로구,가리봉동,"15,250",0.4,"38,125"
서울특별시 구로구 구로2동,273,서울특별시 구로구 구로2동,1117071,1153053000,서울특별시,구로구,2019,구로구,구로2동,"35,208",1.76,"20,005"
서울특별시 구로구 개봉1동,274,서울특별시 구로구 개봉1동,1117072,1153074000,서울특별시,구로구,2019,구로구,개봉1동,"33,835",1.31,"25,828"
서울특별시 금천구 가산동,275,서울특별시 금천구 가산동,1118051,1154551000,서울특별시,금천구,2019,금천구,가산동,"24,455",2.52,"9,704"
서울특별시 금천구 독산1동,276,서울특별시 금천구 독산1동,1118052,1154561000,서울특별시,금천구,2019,금천구,독산1동,"43,840",2.09,"20,976"
서울특별시 금천구 독산2동,277,서울특별시 금천구 독산2동,1118053,1154562000,서울특별시,금천구,2019,금천구,독산2동,"21,405",0.6,"35,675"
서울특별시 금천구 독산3동,278,서울특별시 금천구 독산3동,1118054,1154563000,서울특별시,금천구,2019,금천구,독산3동,"29,916",0.92,"32,517"
서울특별시 금천구 독산4동,279,서울특별시 금천구 독산4동,1118055,1154564000,서울특별시,금천구,2019,금천구,독산4동,"18,227",0.59,"30,893"
서울특별시 금천구 시흥1동,280,서울특별시 금천구 시흥1동,1118057,1154567000,서울특별시,금천구,2019,금천구,시흥1동,"36,706",1.71,"21,465"
서울특별시 금천구 시흥2동,281,서울특별시 금천구 시흥2동,1118058,1154568000,서울특별시,금천구,2019,금천구,시흥2동,"22,659",1.26,"17,983"
서울특별시 금천구 시흥3동,282,서울특별시 금천구 시흥3동,1118059,1154569000,서울특별시,금천구,2019,금천구,시흥3동,"11,524",1.07,"10,770"
